ECG,EMG,foot GSR,hand GSR,HR,RESP
0.054,0.002,1.184,4.885,82.0,11.004
0.054,0.002,1.184,4.885,82.0,11.008
0.052,-0.0101,1.184,4.882,82.0,11.012
0.01,-0.0183,1.184,4.883,80.0,11.018
0.03,-0.014,1.183,4.883,80.0,11.018
0.017,-0.0039,1.183,4.883,80.0,11.012
0.003,-0.0123,1.183,4.882,80.0,11.008
0.007,0.001,1.183,4.882,80.0,11.004
0.001,-0.0004,1.183,4.882,80.0,11.008
0.002,0.0016,1.186,4.882,80.0,11.01
-0.355,0.0014,1.184,4.881,80.0,11.014
0.052,0.005,1.184,4.881,80.0,11.022
0.034,0.0061,1.184,4.881,80.0,11.03
-0.026,-0.0066,1.183,4.88,80.0,11.042
0.017,-0.0179,1.183,4.88,80.0,11.036
0.01,-0.0018,1.183,4.88,80.0,11.032
0.006,0.0032,1.183,4.88,80.0,11.03
0.016,-0.0078,1.183,4.88,80.0,11.032
0.015,-0.0031,1.183,4.88,80.0,11.032
0.017,-0.0131,1.183,4.88,80.0,11.03
-0.292,0.0003,1.183,4.88,80.0,11.032
-0.014,-0.0151,1.183,4.88,80.0,11.034
0.084,0.0028,0.0,4.88,80.0,11.036
0.085,0.0053,1.183,4.88,80.0,11.04
0.023,0.0026,1.183,4.88,80.0,11.042
0.067,-0.0164,1.183,4.88,83.0,11.044
0.076,-0.0104,1.183,4.88,83.0,11.046
0.074,-0.0022,1.183,4.88,83.0,11.048
0.073,-0.0077,1.183,4.88,83.0,11.056
0.07,-0.0118,1.183,4.877,83.0,11.064
0.052,-0.0099,1.183,4.878,83.0,11.07
0.084,0.0052,1.183,4.878,83.0,11.076
0.128,-0.0102,1.183,4.877,80.0,11.076
0.13,-0.0077,1.182,4.877,80.0,11.08
0.106,0.0064,1.183,4.877,80.0,11.092
0.062,-0.0009,1.183,4.877,80.0,11.112
0.088,-0.009,1.183,4.877,80.0,11.136
0.065,-0.0063,1.183,4.877,80.0,11.162
0.065,-0.0063,1.183,4.877,80.0,11.188
0.067,-0.0096,1.183,4.877,80.0,11.232
0.054,-0.0015,1.183,4.877,80.0,11.284
-0.238,0.0046,1.183,4.877,80.0,11.334
-0.026,-0.0183,1.183,4.877,80.0,11.384
0.112,0.0007,1.183,4.877,80.0,11.43
0.107,0.0058,1.183,4.877,80.0,11.476
0.042,-0.0076,1.183,4.877,80.0,11.52
0.061,-0.0214,1.181,4.876,80.0,11.564
0.072,-0.0179,1.181,4.877,80.0,11.606
0.048,0.0038,1.181,4.877,80.0,11.652
0.048,0.0013,1.183,4.877,80.0,11.696
0.032,-0.0028,1.183,4.877,80.0,11.74
0.048,-0.0088,1.183,4.877,80.0,11.784
-0.343,-0.0015,1.183,4.876,80.0,11.822
0.081,-0.0016,1.183,4.877,80.0,11.86
0.073,0.0023,1.183,4.877,80.0,11.888
0.035,0.0005,1.181,4.876,80.0,11.916
-0.002,-0.0104,1.181,4.875,80.0,11.95
0.039,-0.0198,1.181,4.875,80.0,11.98
0.029,-0.0112,1.181,4.875,80.0,12.008
0.022,0.0031,1.181,4.875,80.0,12.03
0.025,0.0012,1.181,4.875,80.0,12.042
0.011,0.0012,1.181,4.875,80.0,12.048
0.02,-0.0011,1.181,4.875,80.0,12.052
-0.349,-0.005,1.181,4.875,80.0,12.068
0.054,-0.0106,1.181,4.875,80.0,12.07
0.055,-0.0059,1.181,4.875,80.0,12.072
0.02,0.0039,1.181,4.875,80.0,12.064
-0.005,-0.0096,1.181,4.875,106.0,12.054
0.044,-0.018,1.181,4.875,106.0,12.04
0.046,-0.0117,1.181,4.875,106.0,12.024
0.049,-0.0077,1.181,4.875,106.0,12.002
0.053,0.0007,1.181,4.875,106.0,11.976
0.039,0.0012,1.181,4.875,106.0,11.952
0.079,0.0054,1.181,4.875,106.0,11.926
-0.342,-0.0077,1.181,4.875,106.0,11.896
0.1,-0.0074,1.181,4.873,86.0,11.81
0.102,0.0018,1.181,4.875,86.0,11.776
0.07,0.0043,1.181,4.875,86.0,11.81
0.056,-0.011,1.181,4.875,86.0,11.776
0.07,-0.0097,1.181,4.875,86.0,11.66
0.055,-0.0114,1.181,4.875,86.0,11.622
0.041,-0.0111,1.181,4.875,86.0,11.584
0.041,-0.0056,1.181,4.873,86.0,11.538
0.024,-0.0012,1.179,4.872,86.0,11.502
-0.04,0.0068,1.181,4.872,86.0,11.472
-0.284,-0.003,1.179,4.872,86.0,11.442
0.083,-0.0116,1.179,4.872,85.0,11.412
0.032,-0.0034,1.179,4.872,85.0,11.384
0.029,-0.018,1.181,4.872,85.0,11.354
0.043,-0.0144,1.179,4.872,85.0,11.33
0.033,-0.0045,1.179,4.872,85.0,11.302
0.024,-0.0069,1.179,4.872,85.0,11.278
0.022,-0.0042,1.179,4.872,85.0,11.256
0.009,0.002,1.178,4.872,85.0,11.236
-0.153,0.0033,1.178,4.872,85.0,11.218
0.057,-0.0011,1.179,4.872,85.0,11.198
0.053,-0.0107,1.179,4.871,85.0,11.176
-0.003,-0.0022,1.178,4.871,85.0,11.122
0.023,-0.0172,1.179,4.872,95.0,11.1
0.029,0.002,1.179,4.872,95.0,11.088
0.014,0.0002,1.181,4.871,95.0,11.08
0.011,0.0067,1.179,4.87,95.0,11.076
0.002,0.0017,1.178,4.871,95.0,11.07
-0.358,0.0006,1.179,4.87,95.0,11.066
-0.358,0.0006,1.179,4.87,95.0,11.058
0.031,-0.0074,1.178,4.87,95.0,11.052
0.015,0.0042,1.178,4.87,95.0,11.042
-0.021,-0.0087,1.178,4.87,100.0,11.036
0.033,-0.0155,1.178,4.87,100.0,11.034
0.026,-0.0085,1.178,4.87,100.0,11.032
0.008,0.0034,1.178,4.87,100.0,11.03
0.009,-0.0027,1.178,4.87,100.0,11.024
-0.005,0.0026,1.178,4.87,100.0,11.024
-0.038,0.0056,1.178,4.87,100.0,11.026
0.07,-0.0027,1.178,4.87,100.0,11.03
0.023,-0.0065,1.178,4.868,100.0,11.032
0.054,-0.0162,1.178,4.87,88.0,11.032
0.07,-0.0054,1.178,4.868,88.0,11.032
0.066,-0.0138,1.178,4.87,88.0,11.022
0.064,-0.006,1.178,4.868,88.0,11.008
0.063,-0.0028,1.179,4.87,88.0,11.0
0.062,0.0002,1.178,4.868,88.0,11.002
-0.307,0.0057,1.178,4.867,88.0,11.0
0.051,-0.012,1.178,4.868,86.0,11.0
0.12,-0.0067,0.0,4.867,86.0,10.998
0.044,-0.0006,1.178,4.868,86.0,11.0
0.063,-0.0164,1.178,4.867,86.0,11.002
0.064,-0.0106,1.178,4.867,86.0,11.004
0.049,-0.0073,1.178,4.867,86.0,11.008
0.049,-0.0122,1.178,4.867,86.0,11.004
0.05,-0.0026,1.178,4.867,86.0,11.004
0.033,0.0063,1.178,4.867,86.0,11.004
-0.139,0.0054,1.178,4.867,86.0,11.004
-0.193,-0.0146,1.178,4.867,83.0,11.004
0.06,0.0022,1.178,4.867,83.0,11.004
0.001,-0.0032,1.178,4.867,83.0,11.008
0.024,-0.0125,1.178,4.867,83.0,11.01
0.033,-0.0029,1.178,4.867,83.0,11.012
0.025,0.0029,1.178,4.867,83.0,11.012
0.024,0.0007,1.178,4.867,83.0,11.014
0.019,0.0004,1.178,4.867,83.0,11.008
0.007,-0.0045,1.178,4.867,83.0,10.974
0.008,-0.0006,1.178,4.867,83.0,10.954
0.008,-0.0006,1.178,4.867,83.0,10.948
-0.407,0.0022,1.178,4.867,83.0,10.946
0.031,-0.0048,1.178,4.867,83.0,10.948
0.012,-0.0041,1.178,4.866,83.0,10.956
-0.016,-0.0151,1.178,4.866,74.0,10.96
0.016,-0.0088,1.178,4.866,74.0,10.964
0.012,0.0007,1.178,4.867,74.0,10.988
0.001,-0.0088,1.178,4.866,74.0,11.004
-0.004,0.0032,1.178,4.865,74.0,11.024
-0.012,0.0028,1.178,4.865,74.0,11.036
-0.004,-0.0098,1.178,4.865,74.0,11.044
-0.391,-0.0129,1.177,4.865,74.0,11.048
0.039,-0.0016,1.177,4.865,74.0,11.052
0.034,0.0044,1.178,4.865,74.0,11.054
-0.032,0.0056,1.178,4.865,74.0,11.058
0.001,-0.0171,1.177,4.865,80.0,11.066
0.039,-0.0089,1.177,4.865,80.0,11.07
0.035,-0.0092,1.176,4.865,80.0,11.074
0.037,-0.0122,1.176,4.865,80.0,11.062
0.041,0.003,1.176,4.865,80.0,11.036
0.028,-0.0015,1.176,4.865,80.0,11.024
0.043,-0.0031,1.176,4.865,80.0,11.022
-0.371,-0.0019,1.176,4.865,80.0,11.03
0.085,-0.0092,1.176,4.865,81.0,11.026
0.096,0.0007,1.176,4.863,81.0,11.032
0.071,0.0059,1.176,4.865,81.0,11.024
0.028,-0.0101,1.176,4.865,81.0,11.012
0.08,-0.0165,1.177,4.863,81.0,11.004
0.085,-0.0102,1.176,4.863,81.0,11.002
0.086,-0.0037,1.177,4.862,81.0,11.0
0.091,-0.0111,1.176,4.863,81.0,11.0
0.081,0.0048,1.176,4.865,81.0,11.002
0.095,0.003,1.176,4.865,81.0,11.008
-0.346,-0.0014,1.176,4.865,81.0,11.012
0.154,-0.0091,1.176,4.863,78.0,11.02
0.165,-0.0002,1.176,4.865,78.0,11.026
0.156,0.0052,1.176,4.862,78.0,11.024
0.096,-0.0086,1.176,4.863,78.0,11.02
0.122,-0.0167,1.176,4.863,78.0,11.014
0.111,-0.0009,1.176,4.863,78.0,11.018
0.1,0.0018,1.176,4.865,78.0,11.022
0.091,-0.0001,1.174,4.863,78.0,11.024
0.093,-0.0004,1.176,4.863,78.0,11.026
0.074,-0.0031,1.174,4.863,78.0,11.03
-0.003,0.0034,1.174,4.862,78.0,11.032
-0.252,-0.0169,1.174,4.862,78.0,11.032
0.134,-0.004,1.174,4.862,72.0,11.026
0.067,-0.0001,1.174,4.862,72.0,11.022
0.039,-0.0186,1.173,4.862,72.0,11.024
0.047,-0.0088,1.174,4.862,72.0,11.026
0.047,-0.0084,1.174,4.862,72.0,11.03
0.043,0.0015,1.174,4.862,72.0,11.034
0.037,0.0021,1.173,4.862,72.0,11.036
0.034,-0.0025,1.174,4.862,72.0,11.042
0.024,0.0033,1.174,4.862,72.0,11.048
-0.379,-0.0051,1.176,4.861,72.0,11.054
0.055,-0.0168,1.173,4.862,73.0,11.052
0.075,0.0008,1.173,4.862,73.0,11.036
0.067,-0.0029,1.176,4.861,73.0,11.032
0.0,-0.0083,1.173,4.86,73.0,11.032
0.031,-0.0151,1.173,4.86,73.0,11.034
0.031,-0.0015,1.173,4.86,73.0,11.04
0.024,-0.0012,1.173,4.86,73.0,11.036
0.014,-0.0043,1.174,4.86,73.0,11.034
0.005,-0.0023,1.173,4.86,73.0,11.024
0.003,-0.0034,1.173,4.86,73.0,11.024
0.013,-0.0199,1.173,4.86,73.0,11.03
-0.364,-0.0077,1.173,4.86,73.0,11.042
0.042,-0.0099,1.173,4.86,73.0,11.064
0.045,-0.0041,1.173,4.86,73.0,11.104
0.012,0.0089,1.173,4.86,73.0,11.156
-0.027,-0.0089,1.173,4.86,103.0,11.22
0.031,-0.0005,1.173,4.86,103.0,11.28
0.035,-0.0009,1.173,4.86,103.0,11.342
0.03,-0.0016,1.173,4.86,103.0,11.408
0.024,-0.0052,1.173,4.86,103.0,11.476
0.015,0.0056,1.173,4.86,103.0,11.546
0.016,0.0043,1.173,4.86,103.0,11.622
-0.361,-0.0007,1.173,4.86,103.0,11.696
0.067,-0.0154,1.173,4.86,103.0,11.77
0.08,-0.0161,1.173,4.86,103.0,11.836
0.071,0.004,1.173,4.86,103.0,11.896
0.009,-0.0028,1.173,4.86,103.0,12.05
0.034,-0.0135,1.173,4.86,83.0,12.102
0.036,-0.0018,1.173,4.86,83.0,12.146
0.028,-0.0023,1.173,4.86,83.0,12.192
0.02,-0.0057,1.173,4.861,83.0,12.23
0.02,0.0003,1.173,4.862,83.0,12.268
0.015,-0.0001,1.173,4.862,83.0,12.294
-0.386,0.0019,1.173,4.862,83.0,12.318
0.038,-0.0052,1.173,4.862,83.0,12.338
0.072,-0.0116,1.173,4.862,83.0,12.348
0.065,-0.0058,1.173,4.863,83.0,12.35
-0.007,-0.0069,1.173,4.865,83.0,12.338
0.0,-0.0183,1.173,4.865,83.0,12.25
0.007,-0.0092,1.173,4.867,83.0,12.212
0.001,0.0026,1.173,4.867,83.0,12.25
-0.01,-0.0023,1.172,4.868,83.0,12.212
-0.008,-0.0102,1.173,4.87,83.0,12.084
-0.018,-0.001,1.173,4.872,83.0,12.036
-0.388,-0.0032,1.173,4.875,83.0,11.974
0.05,0.0011,1.173,4.877,83.0,11.914
0.053,0.0015,1.173,4.877,83.0,11.842
0.003,-0.001,1.173,4.88,83.0,11.776
0.006,-0.0164,1.173,4.88,81.0,11.704
0.025,-0.0091,1.173,4.88,81.0,11.632
0.022,-0.0047,1.173,4.882,81.0,11.572
0.015,-0.0074,1.173,4.882,81.0,11.524
0.002,-0.0035,1.173,4.882,81.0,11.49
0.017,-0.0035,1.172,4.882,81.0,11.454
-0.368,0.0023,1.171,4.882,81.0,11.412
0.042,-0.0044,1.171,4.882,81.0,11.378
0.034,0.0058,1.171,4.883,81.0,11.354
-0.011,0.0036,1.171,4.885,81.0,11.328
-0.039,-0.0155,1.171,4.885,82.0,11.308
0.006,-0.0085,1.172,4.885,82.0,11.286
0.004,0.0025,1.171,4.887,82.0,11.23
-0.004,-0.001,1.171,4.887,82.0,11.212
-0.003,-0.0092,1.171,4.888,82.0,11.198
-0.005,-0.0148,1.171,4.89,82.0,11.184
0.026,-0.0126,1.171,4.89,82.0,11.168
-0.376,0.0025,1.171,4.892,82.0,11.158
0.08,-0.0039,1.171,4.893,82.0,11.146
0.019,-0.0157,1.171,4.895,82.0,11.14
0.071,-0.0161,1.171,4.895,84.0,11.13
0.069,-0.0007,1.171,4.895,84.0,11.126
0.059,-0.0077,1.171,4.895,84.0,11.12
0.054,-0.0067,1.171,4.896,84.0,11.098
0.051,-0.0045,1.171,4.896,84.0,11.078
0.066,-0.0084,1.171,4.897,84.0,11.068
-0.334,-0.005,1.171,4.895,84.0,11.064
0.092,-0.0008,1.171,4.895,81.0,11.056
0.125,-0.0069,1.171,4.895,81.0,11.048
0.116,0.0045,1.171,4.893,81.0,11.052
0.049,-0.0031,1.171,4.893,81.0,11.048
0.068,-0.0176,1.171,4.892,81.0,11.048
0.07,-0.0057,1.171,4.892,81.0,11.046
0.065,0.0045,1.171,4.892,81.0,11.042
0.059,0.0036,1.171,4.892,81.0,11.024
0.066,-0.0028,1.171,4.892,81.0,11.022
0.063,0.0008,1.171,4.89,81.0,11.024
0.052,-0.0101,1.168,4.89,81.0,11.024
0.053,-0.0101,1.169,4.89,81.0,11.03
-0.377,-0.0041,1.169,4.89,81.0,11.024
0.104,-0.0081,1.168,4.89,72.0,11.024
0.123,0.0041,1.169,4.89,72.0,11.018
0.113,0.0033,1.168,4.888,72.0,11.004
0.037,-0.0107,1.168,4.888,72.0,10.992
0.059,-0.0175,1.168,4.887,72.0,10.992
0.056,-0.0116,1.169,4.887,72.0,10.998
0.046,-0.007,1.168,4.887,72.0,10.996
0.043,-0.0154,1.169,4.887,72.0,10.992
0.041,-0.0052,1.168,4.886,72.0,10.986
0.021,0.0005,1.168,4.887,72.0,10.986
0.011,0.0062,1.169,4.886,72.0,10.992
0.006,0.0013,1.168,4.885,72.0,11.0
0.0,-0.006,1.169,4.885,72.0,10.998
-0.27,0.0012,1.168,4.885,72.0,10.998
-0.113,0.0001,1.168,4.885,72.0,11.0
0.068,0.0053,1.168,4.885,72.0,11.0
0.067,-0.0064,1.168,4.883,72.0,11.002
0.017,-0.0076,1.168,4.885,72.0,11.002
0.01,-0.0189,1.168,4.883,77.0,11.012
0.021,-0.0121,1.169,4.883,77.0,11.022
0.009,-0.0039,1.168,4.883,77.0,11.034
0.017,-0.0026,1.168,4.882,77.0,11.042
0.013,0.0037,1.168,4.882,77.0,11.048
0.017,-0.0029,1.168,4.882,77.0,11.07
0.022,-0.01,1.169,4.882,77.0,11.11
0.017,0.0031,1.168,4.882,77.0,11.158
0.045,0.0041,1.169,4.882,77.0,11.206
-0.368,-0.0023,1.168,4.882,77.0,11.264
0.085,-0.0054,1.169,4.881,77.0,11.456
0.085,-0.0106,1.168,4.88,77.0,11.518
0.072,0.0039,1.168,4.88,77.0,11.574
0.029,-0.0112,1.168,4.88,77.0,11.626
0.073,-0.018,1.168,4.88,77.0,11.674
0.072,-0.0031,1.168,4.88,77.0,11.722
0.063,-0.0066,1.168,4.88,77.0,11.766
0.057,-0.0049,1.168,4.88,77.0,11.81
0.052,-0.002,1.168,4.88,77.0,11.85
0.042,-0.0142,1.168,4.88,77.0,11.886
0.039,-0.0096,1.168,4.88,77.0,11.922
0.03,-0.0067,1.168,4.88,77.0,11.96
-0.211,0.0039,1.168,4.88,77.0,11.992
-0.071,-0.005,1.168,4.88,64.0,12.014
0.087,0.004,1.168,4.877,64.0,12.03
0.073,0.003,1.168,4.877,64.0,12.036
0.0,0.0055,1.168,4.877,64.0,12.04
0.035,-0.0111,1.168,4.877,64.0,12.048
0.061,-0.015,1.168,4.877,58.0,12.048
0.059,-0.0144,1.168,4.876,58.0,12.046
0.055,-0.0079,1.168,4.876,58.0,12.038
0.058,-0.0058,1.168,4.875,58.0,12.03
0.057,-0.0029,1.168,4.875,58.0,12.018
0.068,-0.0013,1.168,4.875,58.0,12.002
-0.346,0.0031,1.168,4.875,58.0,11.948
0.11,-0.0109,1.168,4.873,58.0,11.932
0.108,-0.0144,1.168,4.875,58.0,11.904
0.079,0.0019,1.168,4.873,58.0,11.866
0.032,-0.0187,1.168,4.875,58.0,11.83
0.071,-0.0118,1.168,4.875,58.0,11.794
0.074,0.0049,1.168,4.872,58.0,11.756
0.065,-0.007,1.168,4.872,58.0,11.716
0.067,-0.0089,1.168,4.873,58.0,11.674
0.071,-0.0014,1.168,4.872,58.0,11.632
0.064,0.0019,1.168,4.873,58.0,11.596
-0.211,0.0068,1.168,4.872,58.0,11.544
0.125,-0.0009,1.168,4.872,73.0,11.494
0.125,-0.0009,1.168,4.872,73.0,11.46
0.116,-0.0062,1.168,4.873,73.0,11.424
0.05,-0.0187,1.168,4.872,73.0,11.396
0.061,-0.0208,1.168,4.875,73.0,11.358
0.053,0.0007,1.168,4.872,73.0,11.334
0.047,0.0024,1.168,4.872,73.0,11.31
0.04,0.0024,1.168,4.872,73.0,11.292
0.026,-0.0085,1.168,4.872,73.0,11.274
0.022,-0.0061,1.168,4.872,73.0,11.252
0.014,-0.0059,1.168,4.872,73.0,11.232
-0.376,-0.001,1.168,4.872,73.0,11.214
0.019,-0.0108,1.168,4.872,73.0,11.198
0.077,-0.0142,1.168,4.872,73.0,11.18
0.076,-0.0036,1.168,4.872,73.0,11.168
0.026,-0.0128,1.167,4.872,79.0,11.154
0.032,-0.002,1.167,4.871,79.0,11.142
0.02,0.0041,1.166,4.872,79.0,11.13
0.01,0.0018,1.166,4.87,79.0,11.124
0.002,-0.0033,1.168,4.87,79.0,11.122
0.003,-0.0051,1.168,4.87,79.0,11.12
-0.003,-0.0111,1.168,4.87,79.0,11.118
0.0,-0.0048,1.168,4.87,79.0,11.102
0.051,-0.012,1.166,4.87,79.0,11.08
0.083,0.0022,1.167,4.87,79.0,11.064
0.068,0.0065,1.166,4.868,79.0,11.058
0.007,-0.005,1.167,4.867,79.0,11.058
0.047,-0.0159,1.166,4.868,80.0,11.056
0.044,-0.0154,1.166,4.867,80.0,11.054
0.041,-0.0056,1.166,4.867,80.0,11.052
0.041,0.007,1.166,4.867,80.0,11.046
0.019,-0.0065,1.166,4.867,80.0,11.046
0.014,-0.006,1.166,4.866,80.0,11.046
-0.328,0.0,1.166,4.865,80.0,11.044
0.021,-0.0155,1.166,4.865,80.0,11.044
0.062,-0.0042,1.166,4.865,80.0,11.044
0.05,-0.0022,1.166,4.866,80.0,11.046
-0.013,-0.0019,1.166,4.865,80.0,11.046
0.048,-0.0171,1.166,4.865,77.0,11.044
0.064,0.0058,1.166,4.865,77.0,11.044
0.055,0.0001,1.166,4.865,77.0,11.048
0.052,0.0061,1.166,4.865,77.0,11.048
0.054,0.0073,1.164,4.862,77.0,11.054
0.044,-0.0043,1.164,4.862,77.0,11.058
-0.002,-0.0051,1.166,4.865,77.0,11.048
-0.292,-0.0203,1.166,4.862,77.0,11.04
0.088,-0.013,1.166,4.862,81.0,11.032
0.086,-0.0057,1.164,4.862,81.0,11.03
0.03,0.0008,1.166,4.862,81.0,11.03
0.045,-0.0191,1.166,4.862,81.0,11.03
0.066,-0.0083,1.166,4.862,81.0,11.032
0.062,-0.0049,1.166,4.862,81.0,11.032
0.058,-0.0004,1.166,4.861,81.0,11.034
0.061,-0.003,1.164,4.86,81.0,11.032
0.054,0.0035,1.166,4.861,81.0,11.034
0.064,-0.0006,1.164,4.86,81.0,11.032
-0.356,0.0024,1.166,4.86,81.0,11.034
0.125,-0.0035,1.164,4.86,81.0,11.036
0.139,-0.0002,1.164,4.86,81.0,11.04
0.132,0.004,1.166,4.86,81.0,11.04
0.057,-0.0098,1.164,4.86,81.0,11.042
0.079,-0.008,1.164,4.86,81.0,11.04
0.069,-0.0132,1.164,4.861,81.0,11.042
0.065,-0.0025,1.164,4.861,81.0,11.046
0.064,-0.0032,1.163,4.86,81.0,11.052
0.051,-0.0083,1.163,4.86,81.0,11.064
0.053,-0.0056,1.163,4.86,81.0,11.068
-0.382,-0.0021,1.163,4.86,81.0,11.076
0.1,-0.0162,1.163,4.861,77.0,11.148
0.113,-0.0012,1.163,4.861,77.0,11.184
0.1,0.0063,1.164,4.861,77.0,11.148
0.031,-0.0104,1.163,4.862,77.0,11.184
0.047,-0.0153,1.164,4.861,77.0,11.292
0.027,-0.015,1.163,4.861,77.0,11.332
0.027,-0.015,1.163,4.861,77.0,11.374
0.022,-0.0027,1.163,4.862,77.0,11.416
0.021,0.0035,1.163,4.862,77.0,11.454
0.008,0.0024,1.163,4.862,77.0,11.49
0.007,0.0023,1.163,4.862,77.0,11.53
-0.383,-0.0003,1.163,4.862,77.0,11.564
0.065,0.0036,1.163,4.863,77.0,11.596
0.07,-0.0057,1.163,4.863,77.0,11.626
0.035,-0.0044,1.163,4.865,77.0,11.648
0.014,-0.0149,1.163,4.863,96.0,11.674
0.031,-0.0121,1.164,4.865,96.0,11.712
0.026,-0.008,1.163,4.865,96.0,11.75
0.016,-0.0099,1.163,4.865,96.0,11.778
0.01,-0.0081,1.163,4.865,96.0,11.798
0.011,-0.0001,1.163,4.865,96.0,11.81
0.011,0.0001,1.163,4.865,96.0,11.818
0.009,-0.0007,1.163,4.865,96.0,11.836
-0.268,0.0083,1.164,4.865,96.0,11.828
-0.049,-0.0073,1.163,4.866,96.0,11.818
0.063,-0.0151,1.163,4.866,96.0,11.814
0.057,-0.0033,1.163,4.867,96.0,11.8
-0.01,-0.0007,1.163,4.867,96.0,11.786
0.02,-0.0117,1.163,4.867,72.0,11.764
0.024,0.0002,1.163,4.867,72.0,11.748
0.009,0.0021,1.163,4.867,72.0,11.728
0.009,-0.0031,1.163,4.867,72.0,11.704
0.002,-0.0013,1.163,4.867,72.0,11.672
0.001,-0.0127,1.163,4.867,72.0,11.632
-0.012,-0.0044,1.163,4.867,72.0,11.588
-0.188,0.0063,1.163,4.867,72.0,11.538
-0.175,-0.0149,1.163,4.867,72.0,11.496
0.046,-0.0047,1.163,4.867,72.0,11.46
-0.013,0.003,1.163,4.867,72.0,11.432
-0.005,-0.0186,1.163,4.865,76.0,11.402
0.009,-0.011,1.163,4.865,76.0,11.364
0.001,-0.004,1.163,4.865,76.0,11.314
-0.007,-0.0038,1.163,4.865,76.0,11.278
-0.011,-0.0001,1.163,4.865,76.0,11.254
0.001,-0.0018,1.163,4.865,76.0,11.236
-0.005,0.0021,1.163,4.865,76.0,11.222
0.016,0.0004,1.163,4.865,76.0,11.208
-0.429,-0.0038,1.163,4.865,76.0,11.2
0.059,-0.0148,1.163,4.865,76.0,11.186
0.037,0.0001,1.163,4.862,76.0,11.176
-0.016,-0.0035,1.163,4.862,76.0,11.158
0.005,-0.006,1.163,4.862,75.0,11.146
0.004,-0.0028,1.163,4.862,75.0,11.136
0.004,-0.0161,1.162,4.862,75.0,11.13
0.002,-0.0036,1.161,4.862,75.0,11.12
0.008,0.0035,1.161,4.862,75.0,11.118
-0.002,-0.0075,1.161,4.86,75.0,11.114
0.002,-0.0049,1.161,4.86,75.0,11.112
-0.395,0.0043,1.161,4.86,75.0,11.108
0.046,-0.0119,1.161,4.86,75.0,11.102
0.063,0.0,1.161,4.86,75.0,11.096
0.054,0.0046,1.163,4.86,75.0,11.1
-0.005,-0.0034,1.162,4.86,75.0,11.09
0.028,-0.0143,1.161,4.86,75.0,11.076
0.033,-0.0057,1.161,4.859,75.0,11.066
0.02,-0.0029,1.161,4.859,75.0,11.062
0.011,-0.0074,1.161,4.858,75.0,11.062
0.017,-0.0017,1.161,4.858,75.0,11.062
0.012,-0.016,1.161,4.858,75.0,11.062
0.038,-0.0039,1.161,4.858,75.0,11.062
-0.331,-0.0034,1.161,4.858,75.0,11.056
0.073,-0.0145,1.161,4.858,75.0,11.056
0.073,0.002,1.161,4.856,75.0,11.058
0.012,0.007,1.161,4.856,75.0,11.058
0.018,-0.0181,1.161,4.856,80.0,11.062
0.042,-0.0152,1.161,4.856,80.0,11.058
0.042,-0.0055,1.161,4.856,80.0,11.064
0.038,0.0026,1.161,4.856,80.0,11.064
0.04,0.0054,1.161,4.855,80.0,11.062
0.059,-0.01,1.161,4.855,80.0,11.056
-0.346,-0.0029,1.161,4.855,80.0,11.054
0.096,-0.0104,1.161,4.855,82.0,11.058
0.102,-0.001,1.161,4.855,82.0,11.066
0.065,0.0061,1.161,4.855,82.0,11.07
0.054,-0.0039,1.161,4.855,82.0,11.074
0.054,-0.0039,1.161,4.855,82.0,11.062
0.047,-0.0101,1.161,4.855,82.0,11.048
0.038,-0.0067,1.161,4.855,82.0,11.042
0.033,-0.0118,1.161,4.855,82.0,11.036
0.036,-0.0084,1.161,4.855,82.0,11.034
-0.363,-0.0025,1.159,4.855,82.0,11.034
0.084,-0.0007,1.159,4.854,81.0,11.036
0.104,0.0029,1.161,4.854,81.0,11.04
0.099,0.0019,1.159,4.854,81.0,11.042
0.028,-0.0117,1.158,4.854,81.0,11.044
0.053,-0.0151,1.161,4.855,81.0,11.04
0.039,-0.0037,1.159,4.854,81.0,11.034
0.028,-0.0084,1.159,4.854,81.0,11.036
0.018,-0.0003,1.159,4.853,81.0,11.04
0.013,-0.0044,1.158,4.853,81.0,11.042
0.007,0.0018,1.158,4.853,81.0,11.044
0.032,0.0018,1.159,4.853,81.0,11.044
0.063,-0.0071,1.158,4.851,81.0,11.04
0.062,-0.0051,1.158,4.85,81.0,11.04
0.035,0.0005,1.158,4.85,81.0,11.042
-0.013,-0.0037,1.158,4.853,81.0,11.048
0.009,-0.0156,1.158,4.85,87.0,11.052
0.011,-0.0158,1.159,4.85,87.0,11.036
-0.002,-0.0098,1.158,4.85,87.0,11.03
-0.005,-0.0011,1.158,4.85,87.0,11.03
-0.022,0.0044,1.158,4.849,87.0,11.024
-0.021,-0.0005,1.158,4.85,87.0,11.024
-0.416,0.0017,1.158,4.85,87.0,11.024
0.005,-0.0022,1.158,4.848,87.0,11.024
0.034,-0.0151,1.158,4.848,87.0,11.032
-0.031,-0.0093,1.158,4.848,87.0,11.032
-0.031,-0.0093,1.158,4.848,84.0,11.034
-0.005,-0.0173,1.158,4.848,84.0,11.032
-0.006,-0.0028,1.158,4.848,84.0,11.032
-0.007,0.0019,1.158,4.848,84.0,11.03
-0.007,0.001,1.158,4.848,84.0,11.03
-0.013,0.0043,1.158,4.848,84.0,11.03
