ECG,EMG,foot GSR,hand GSR,marker,RESP
-0.114,0.9245,7.643,17.794,10.52,47.2
0.2,0.984125,7.658,17.77,10.52,47.13
-0.026,1.012625,7.673,17.743,10.52,47.07
0.052,0.92975,7.687,17.714,10.52,47.0
0.316,0.997125,7.704,17.681,10.52,46.97
0.216,0.940125,7.717,17.646,10.52,46.98
-0.068,0.942625,7.732,17.609,10.51,46.95
-0.072,0.942625,7.747,17.571,10.52,46.9
-0.063,0.896125,7.76,17.534,10.52,46.84
-0.071,0.854625,7.773,17.499,10.52,46.8
-0.059,0.955625,7.783,17.464,10.52,46.76
-0.014,0.90125,7.794,17.428,10.52,46.72
-0.102,0.91425,7.805,17.395,10.52,46.72
0.183,0.971125,7.813,17.364,10.52,46.74
-0.033,0.91675,7.822,17.335,10.52,46.74
0.032,0.919375,7.829,17.306,10.52,46.71
0.258,0.963375,7.837,17.279,10.52,46.71
0.283,1.004875,7.842,17.255,10.52,46.72
-0.057,1.0255,7.847,17.231,10.52,46.74
-0.075,0.9375,7.852,17.21,10.52,46.74
-0.064,0.968625,7.854,17.19,10.52,46.72
-0.068,0.922,7.858,17.173,10.52,46.7
-0.071,0.8935,7.861,17.155,10.52,46.66
-0.012,0.978875,7.863,17.139,10.52,46.65
-0.077,0.890875,7.863,17.122,10.52,46.66
0.168,0.875375,7.865,17.107,10.52,46.68
-0.036,0.927125,7.865,17.092,10.52,46.67
0.007,0.91425,7.865,17.077,10.52,46.66
0.152,0.890875,7.865,17.062,10.52,46.66
0.386,0.922,7.863,17.048,10.52,46.68
0.008,0.91425,7.862,17.034,10.52,46.69
-0.07,0.9245,7.861,17.021,10.52,46.7
-0.064,1.033375,7.859,17.007,10.52,46.69
-0.062,1.01525,7.857,16.996,10.52,46.67
-0.07,0.966,7.854,16.983,10.52,46.61
-0.061,0.919375,7.849,16.972,10.52,46.62
-0.007,0.922,7.847,16.961,10.52,46.62
-0.093,0.9245,7.842,16.951,10.52,46.63
0.201,0.942625,7.838,16.941,10.52,46.65
-0.039,0.877875,7.834,16.93,10.52,46.65
0.035,0.87275,7.829,16.921,10.52,46.64
0.235,0.870125,7.824,16.91,10.52,46.64
0.327,0.9505,7.819,16.9,10.52,46.67
-0.036,0.88575,7.814,16.891,10.51,46.68
-0.065,0.966,7.809,16.88,10.52,46.69
-0.054,0.890875,7.803,16.871,10.52,46.68
-0.058,0.932375,7.797,16.863,10.52,46.65
-0.067,0.932375,7.792,16.856,10.52,46.6
-0.048,0.999625,7.787,16.847,10.52,46.61
-0.021,1.043625,7.782,16.839,10.52,46.62
-0.099,0.947875,7.777,16.832,10.52,46.65
0.2,0.984125,7.772,16.824,10.52,46.65
-0.017,0.97375,7.767,16.816,10.52,46.65
0.053,0.976375,7.762,16.808,10.52,46.66
0.297,0.955625,7.757,16.801,10.52,46.66
0.228,0.85975,7.752,16.793,10.52,46.69
-0.067,0.90125,7.747,16.786,10.52,46.7
-0.076,0.854625,7.742,16.777,10.52,46.74
-0.067,0.90125,7.74,16.77,10.52,46.77
-0.076,0.942625,7.736,16.764,10.52,46.82
-0.084,0.955625,7.732,16.756,10.52,46.89
-0.023,0.898625,7.727,16.749,10.52,46.98
-0.104,0.991875,7.725,16.741,10.52,47.11
0.197,1.020375,7.719,16.734,10.52,47.22
-0.063,0.976375,7.715,16.726,10.52,47.34
0.018,0.971125,7.71,16.719,10.52,47.46
0.158,0.91675,7.706,16.712,10.52,47.58
0.333,0.976375,7.702,16.705,10.52,47.71
-0.048,0.955625,7.697,16.696,10.52,47.86
-0.102,0.911625,7.691,16.683,10.52,48.12
-0.09,0.9505,7.691,16.682,10.52,48.14
-0.096,0.898625,7.687,16.674,10.52,48.23
-0.079,0.870125,7.685,16.669,10.52,48.34
-0.068,0.903875,7.683,16.663,10.52,48.46
-0.141,0.91425,7.679,16.657,10.52,48.61
0.169,0.92975,7.677,16.649,10.52,48.74
-0.045,0.909,7.673,16.643,10.52,48.86
0.046,0.947875,7.67,16.637,10.52,48.96
0.307,1.01,7.668,16.632,10.52,49.06
0.137,1.033375,7.665,16.625,10.52,49.18
-0.095,1.012625,7.662,16.619,10.52,49.28
-0.097,0.942625,7.66,16.614,10.52,49.36
-0.094,0.92975,7.657,16.607,10.52,49.39
-0.07,0.953,7.654,16.602,10.52,49.44
-0.075,0.953,7.652,16.597,10.52,49.46
-0.138,0.883125,7.649,16.592,10.52,49.41
0.18,0.919375,7.647,16.587,10.52,49.32
-0.038,0.846875,7.644,16.582,10.52,49.21
0.065,0.903875,7.642,16.577,10.52,49.08
0.336,0.865,7.64,16.571,10.52,48.92
0.105,0.942625,7.639,16.567,10.52,48.79
-0.093,0.934875,7.637,16.562,10.52,48.67
-0.09,0.92975,7.634,16.556,10.52,48.56
-0.084,0.903875,7.633,16.552,10.52,48.38
-0.088,1.023,7.629,16.547,10.52,48.22
-0.026,1.0385,7.628,16.542,10.52,48.1
-0.116,0.9245,7.625,16.537,10.52,47.98
0.202,0.92975,7.624,16.535,10.52,47.88
-0.1,0.919375,7.622,16.53,10.52,47.78
0.001,0.890875,7.62,16.525,10.52,47.69
0.188,0.91675,7.618,16.52,10.52,47.59
0.331,0.852,7.617,16.515,10.52,47.5
-0.053,0.854625,7.614,16.511,10.52,47.44
-0.092,0.839125,7.613,16.508,10.52,47.39
-0.083,0.883125,7.612,16.503,10.52,47.32
-0.083,0.88575,7.609,16.499,10.52,47.22
-0.076,0.96075,7.609,16.495,10.52,47.12
-0.028,0.906375,7.607,16.492,10.52,47.06
-0.116,0.934875,7.605,16.488,10.52,47.01
0.174,0.955625,7.604,16.483,10.52,46.99
-0.042,1.054,7.602,16.48,10.52,46.96
0.026,1.01775,7.602,16.475,10.52,46.93
0.248,0.919375,7.599,16.47,10.52,46.91
0.277,0.92975,7.598,16.465,10.52,46.91
-0.065,0.927125,7.597,16.463,10.52,46.91
-0.084,0.947875,7.596,16.458,10.52,46.89
-0.08,0.966,7.595,16.453,10.52,46.85
-0.084,0.971125,7.592,16.448,10.52,46.81
-0.082,0.932375,7.592,16.444,10.52,46.76
-0.02,0.875375,7.59,16.44,10.52,46.74
-0.109,0.90125,7.59,16.435,10.52,46.75
0.193,0.940125,7.587,16.426,10.52,46.76
-0.081,0.911625,7.587,16.427,10.52,46.76
0.005,0.91425,7.586,16.423,10.52,46.76
0.192,1.004875,7.585,16.418,10.52,46.75
0.326,1.03075,7.583,16.413,10.52,46.77
-0.05,1.00225,7.582,16.408,10.52,46.78
-0.087,0.934875,7.58,16.405,10.52,46.78
-0.076,0.976375,7.58,16.401,10.52,46.78
-0.08,0.953,7.577,16.396,10.52,46.77
-0.089,0.97375,7.577,16.391,10.52,46.72
-0.041,0.927125,7.575,16.388,10.52,46.73
-0.074,0.919375,7.575,16.383,10.51,46.73
-0.043,0.911625,7.573,16.38,10.52,46.75
0.126,0.98675,7.572,16.376,10.52,46.76
-0.021,0.8805,7.571,16.371,10.52,46.75
0.099,1.012625,7.57,16.368,10.52,46.75
0.37,0.934875,7.57,16.363,10.52,46.76
0.069,0.88825,7.567,16.358,10.52,46.78
-0.076,0.94525,7.567,16.356,10.52,46.78
-0.068,0.97375,7.565,16.351,10.52,46.77
-0.063,1.020375,7.565,16.346,10.52,46.76
-0.073,0.984125,7.562,16.342,10.52,46.72
-0.054,0.898625,7.562,16.338,10.52,46.71
-0.022,0.934875,7.562,16.335,10.52,46.72
-0.104,0.947875,7.56,16.331,10.52,46.74
0.191,0.883125,7.56,16.329,10.52,46.76
-0.022,0.97375,7.558,16.324,10.52,46.74
0.052,0.896125,7.557,16.32,10.52,46.72
0.295,0.87275,7.557,16.316,10.52,46.72
0.232,0.919375,7.555,16.313,10.52,46.74
-0.06,0.8805,7.555,16.31,10.51,46.76
-0.067,0.97375,7.553,16.305,10.52,46.75
-0.059,0.906375,7.552,16.301,10.52,46.74
-0.07,0.906375,7.551,16.298,10.52,46.69
-0.066,1.012625,7.55,16.294,10.52,46.66
-0.017,0.997125,7.548,16.291,10.52,46.66
-0.102,0.98925,7.547,16.286,10.52,46.69
0.175,0.9815,7.547,16.283,10.51,46.69
-0.04,0.947875,7.545,16.279,10.52,46.69
0.031,0.932375,7.545,16.274,10.52,46.69
0.234,0.91425,7.545,16.27,10.52,46.72
0.299,0.911625,7.545,16.266,10.52,46.75
-0.047,0.865,7.545,16.264,10.52,46.76
-0.07,0.862375,7.545,16.259,10.52,46.77
-0.063,0.854625,7.545,16.256,10.52,46.75
-0.071,0.875375,7.545,16.251,10.52,46.73
-0.073,0.927125,7.545,16.248,10.52,46.69
-0.009,1.00225,7.545,16.244,10.52,46.69
-0.097,0.932375,7.543,16.242,10.5,46.69
0.192,0.9245,7.542,16.239,10.52,46.7
-0.079,0.98925,7.541,16.237,10.52,46.71
0.01,1.01525,7.54,16.236,10.52,46.71
0.187,0.9505,7.54,16.233,10.52,46.71
0.322,0.922,7.537,16.233,10.52,46.71
-0.048,0.877875,7.538,16.233,10.52,46.74
-0.088,0.966,7.542,16.234,10.52,46.74
-0.08,0.898625,7.542,16.236,10.52,46.74
-0.087,0.91675,7.538,16.239,10.52,46.72
-0.071,0.87275,7.536,16.241,10.52,46.69
-0.05,0.88825,7.535,16.243,10.52,46.67
-0.133,0.87275,7.533,16.246,10.52,46.69
0.156,0.8365,7.532,16.248,10.52,46.68
-0.05,0.9505,7.532,16.248,10.52,46.7
0.028,0.867625,7.532,16.248,10.52,46.7
0.275,0.867625,7.53,16.248,10.52,46.69
0.164,0.98675,7.53,16.248,10.52,46.7
-0.098,1.0515,7.53,16.246,10.52,46.72
-0.101,1.05925,7.528,16.245,10.52,46.73
-0.096,1.007375,7.527,16.243,10.52,46.7
-0.109,0.919375,7.526,16.242,10.52,46.7
-0.049,0.94525,7.527,16.239,10.52,46.66
-0.129,0.940125,7.526,16.236,10.52,46.66
0.154,0.97375,7.525,16.232,10.52,46.65
-0.137,0.91675,7.525,16.228,10.52,46.68
-0.039,0.898625,7.525,16.224,10.52,46.67
0.235,0.919375,7.523,16.219,10.52,46.67
0.236,0.934875,7.522,16.216,10.52,46.66
-0.066,0.927125,7.522,16.209,10.52,46.69
-0.127,0.953,7.522,16.207,10.52,46.7
-0.118,0.91675,7.522,16.202,10.52,46.69
-0.123,0.922,7.52,16.192,10.52,46.64
-0.097,0.971125,7.52,16.191,10.52,46.64
-0.1,1.023,7.52,16.187,10.52,46.65
-0.165,0.94525,7.52,16.182,10.52,46.65
0.122,0.91425,7.518,16.177,10.52,46.65
-0.084,0.932375,7.517,16.174,10.52,46.67
0.013,0.92975,7.517,16.169,10.52,46.69
0.278,0.91675,7.517,16.164,10.52,46.72
0.048,0.903875,7.515,16.162,10.52,46.79
-0.142,0.877875,7.515,16.159,10.52,46.89
-0.141,0.896125,7.515,16.155,10.52,47.01
-0.14,0.88575,7.515,16.152,10.52,47.12
-0.12,0.883125,7.513,16.149,10.52,47.23
-0.126,0.955625,7.512,16.147,10.52,47.37
-0.187,0.909,7.512,16.145,10.52,47.51
0.089,0.922,7.512,16.141,10.52,47.68
-0.097,0.947875,7.512,16.137,10.52,47.83
0.001,1.0515,7.51,16.136,10.52,47.96
0.264,1.004875,7.51,16.132,10.52,48.11
0.03,0.999625,7.51,16.13,10.52,48.27
-0.151,0.963375,7.51,16.126,10.52,48.46
-0.146,0.94525,7.509,16.122,10.52,48.64
-0.143,0.90125,7.508,16.12,10.52,48.77
-0.091,0.9505,7.508,16.117,10.52,48.88
-0.18,0.8935,7.508,16.114,10.52,49.05
0.135,0.87275,7.508,16.11,10.52,49.2
-0.182,0.940125,7.508,16.107,10.52,49.35
-0.054,0.870125,7.505,16.105,10.52,49.5
0.119,0.922,7.505,16.1,10.52,49.65
0.265,0.978875,7.505,16.097,10.52,49.77
-0.101,0.906375,7.505,16.095,10.52,49.92
-0.137,0.932375,7.505,16.091,10.52,50.09
-0.128,1.007375,7.505,16.087,10.52,50.25
-0.079,1.023,7.503,16.085,10.52,50.34
-0.147,0.98675,7.503,16.081,10.52,50.44
0.06,0.927125,7.503,16.079,10.52,50.56
-0.084,0.98675,7.503,16.076,10.52,50.7
-0.063,0.94525,7.503,16.074,10.52,50.81
0.083,0.9505,7.503,16.071,10.52,50.92
0.305,0.94525,7.503,16.069,10.52,51.01
-0.068,0.8495,7.503,16.067,10.52,51.09
-0.141,0.877875,7.501,16.067,10.52,51.23
-0.13,0.862375,7.5,16.064,10.52,51.35
-0.087,0.91425,7.5,16.068,10.52,51.32
-0.123,0.909,7.499,16.071,10.52,51.22
-0.105,0.932375,7.498,16.081,10.52,51.1
0.103,0.919375,7.498,16.096,10.52,50.96
-0.065,0.9375,7.498,16.117,10.52,50.8
0.059,1.01,7.498,16.145,10.52,50.64
0.327,0.999625,7.496,16.178,10.52,50.46
-0.007,0.963375,7.496,16.219,10.52,50.25
-0.129,0.91675,7.495,16.266,10.52,50.04
-0.118,0.940125,7.495,16.318,10.52,49.86
-0.11,0.911625,7.495,16.375,10.52,49.61
-0.055,0.963375,7.493,16.434,10.52,49.37
-0.139,0.942625,7.493,16.494,10.52,49.19
0.177,0.903875,7.493,16.554,10.52,49.01
-0.13,0.9375,7.493,16.612,10.52,48.86
-0.039,0.896125,7.493,16.667,10.52,48.7
0.125,0.955625,7.494,16.717,10.52,48.56
0.316,0.963375,7.498,16.764,10.52,48.4
-0.072,0.947875,7.5,16.808,10.52,48.28
-0.125,0.953,7.504,16.848,10.52,48.17
-0.114,1.00225,7.509,16.885,10.52,48.06
-0.115,1.004875,7.513,16.915,10.52,47.9
-0.089,0.955625,7.521,16.939,10.52,47.76
-0.091,0.90125,7.528,16.955,10.52,47.64
-0.163,0.97375,7.536,16.968,10.52,47.54
0.174,0.955625,7.544,16.975,10.52,47.45
-0.069,0.90125,7.553,16.976,10.52,47.37
0.029,0.877875,7.562,16.972,10.52,47.27
0.31,0.870125,7.572,16.967,10.52,47.17
0.093,0.934875,7.579,16.955,10.52,47.12
-0.121,0.88825,7.589,16.942,10.52,47.06
-0.117,0.862375,7.599,16.924,10.52,47.0
-0.11,0.971125,7.608,16.904,10.52,46.9
-0.111,0.903875,7.616,16.882,10.52,46.81
-0.099,0.8935,7.625,16.859,10.52,46.74
-0.046,0.976375,7.634,16.835,10.52,46.71
-0.134,0.978875,7.641,16.811,10.52,46.69
0.169,0.97375,7.65,16.787,10.52,46.69
-0.069,0.96075,7.658,16.765,10.52,46.68
0.001,0.927125,7.665,16.743,10.52,46.66
0.211,0.95825,7.67,16.72,10.52,46.66
0.285,0.8935,7.676,16.698,10.52,46.68
-0.073,0.978875,7.683,16.676,10.52,46.69
-0.092,0.911625,7.687,16.654,10.52,46.67
-0.082,0.88575,7.69,16.633,10.52,46.67
-0.082,0.932375,7.694,16.613,10.52,46.63
-0.085,0.84425,7.697,16.596,10.52,46.6
-0.07,0.909,7.7,16.579,10.51,46.6
-0.023,0.883125,7.702,16.561,10.52,46.61
-0.107,0.8935,7.704,16.545,10.52,46.62
0.181,0.978875,7.706,16.53,10.52,46.62
-0.039,1.023,7.706,16.515,10.52,46.61
0.029,1.004875,7.707,16.5,10.52,46.61
0.243,0.953,7.707,16.488,10.52,46.64
0.294,0.940125,7.707,16.474,10.52,46.64
-0.064,0.991875,7.706,16.461,10.52,46.64
-0.079,0.953,7.706,16.449,10.52,46.65
-0.076,0.97375,7.706,16.438,10.51,46.67
-0.086,0.942625,7.705,16.426,10.52,46.64
-0.095,0.88575,7.704,16.417,10.52,46.63
-0.096,0.8935,7.7,16.398,10.52,46.77
-0.042,0.906375,7.7,16.397,10.52,46.78
-0.131,0.8935,7.697,16.388,10.52,46.88
0.164,0.966,7.695,16.379,10.52,46.97
-0.098,0.922,7.692,16.369,10.52,47.11
-0.014,0.852,7.69,16.362,10.51,47.22
0.173,0.92975,7.687,16.352,10.52,47.35
0.286,1.035875,7.684,16.344,10.52,47.5
-0.085,0.9815,7.68,16.336,10.52,47.63
-0.12,0.932375,7.678,16.329,10.52,47.76
-0.107,0.92975,7.674,16.321,10.52,47.89
-0.112,0.911625,7.67,16.314,10.52,47.98
-0.118,0.955625,7.667,16.306,10.52,48.06
-0.062,0.91425,7.663,16.299,10.52,48.17
-0.119,0.90125,7.659,16.292,10.52,48.3
0.077,0.883125,7.655,16.285,10.52,48.43
-0.044,0.919375,7.65,16.277,10.52,48.53
-0.038,0.906375,7.648,16.271,10.52,48.64
0.097,0.947875,7.643,16.265,10.52,48.74
0.342,0.898625,7.64,16.259,10.52,48.86
-0.015,0.85975,7.635,16.251,10.52,48.96
-0.113,0.98675,7.633,16.245,10.52,49.06
-0.104,0.978875,7.629,16.239,10.52,49.14
-0.105,1.00225,7.625,16.233,10.52,49.19
-0.112,0.932375,7.622,16.227,10.52,49.21
-0.06,0.955625,7.618,16.222,10.52,49.27
-0.146,0.963375,7.615,16.215,10.52,49.34
0.181,0.98675,7.61,16.209,10.52,49.42
-0.142,0.909,7.608,16.204,10.52,49.49
-0.032,0.922,7.604,16.199,10.52,49.54
0.142,0.85975,7.602,16.194,10.51,49.56
0.298,0.903875,7.598,16.189,10.52,49.58
-0.084,0.852,7.596,16.184,10.52,49.58
-0.129,0.953,7.592,16.179,10.52,49.53
-0.115,0.92975,7.59,16.174,10.52,49.48
-0.123,0.91675,7.586,16.169,10.52,49.37
-0.122,0.890875,7.583,16.164,10.52,49.24
-0.067,0.968625,7.581,16.159,10.52,49.11
-0.149,1.072125,7.578,16.156,10.52,49.01
0.164,1.048875,7.575,16.152,10.52,48.9
-0.094,0.9815,7.572,16.147,10.52,48.79
-0.008,1.004875,7.571,16.142,10.52,48.67
0.206,0.947875,7.568,16.137,10.52,48.53
0.283,1.004875,7.566,16.132,10.52,48.44
-0.082,0.883125,7.565,16.129,10.52,48.34
-0.111,0.8935,7.562,16.125,10.52,48.24
-0.097,0.80025,7.56,16.12,10.52,48.12
-0.102,0.883125,7.557,16.116,10.52,47.98
-0.112,0.875375,7.555,16.114,10.52,47.84
-0.068,0.976375,7.553,16.11,10.52,47.72
-0.074,0.9245,7.551,16.109,10.52,47.63
-0.108,0.927125,7.55,16.107,10.52,47.56
0.189,0.92975,7.547,16.106,10.52,47.48
-0.032,0.999625,7.545,16.106,10.52,47.4
0.074,1.0515,7.543,16.107,10.51,47.31
0.356,0.9375,7.542,16.11,10.51,47.24
0.102,0.932375,7.54,16.112,10.52,47.2
-0.087,0.955625,7.538,16.115,10.52,47.15
-0.086,0.96075,7.537,16.117,10.52,47.11
-0.078,0.934875,7.535,16.12,10.52,47.01
-0.084,0.9245,7.533,16.124,10.52,46.9
-0.084,0.87275,7.532,16.127,10.52,46.83
-0.014,0.867625,7.531,16.13,10.52,46.8
-0.099,0.852,7.53,16.132,10.52,46.77
0.217,0.940125,7.527,16.135,10.52,46.75
-0.084,0.934875,7.526,16.14,10.52,46.73
0.012,0.870125,7.525,16.141,10.52,46.71
0.19,0.942625,7.525,16.145,10.52,46.71
0.352,0.934875,7.522,16.147,10.51,46.71
-0.031,1.0515,7.521,16.15,10.52,46.73
-0.074,0.963375,7.52,16.152,10.52,46.73
-0.065,0.919375,7.518,16.156,10.52,46.72
-0.062,0.932375,7.518,16.157,10.52,46.7
-0.067,0.97375,7.517,16.159,10.52,46.65
-0.006,0.94525,7.517,16.161,10.52,46.64
-0.079,0.9245,7.517,16.161,10.52,46.64
0.194,0.919375,7.515,16.159,10.52,46.64
-0.066,0.896125,7.515,16.158,10.52,46.65
0.007,0.909,7.515,16.157,10.52,46.65
0.157,0.890875,7.512,16.156,10.52,46.65
0.376,0.971125,7.512,16.155,10.52,46.66
-0.001,0.906375,7.512,16.154,10.52,46.68
-0.066,0.927125,7.512,16.152,10.52,46.69
-0.062,0.94525,7.511,16.15,10.52,46.7
-0.064,0.97375,7.51,16.147,10.52,46.7
-0.066,0.963375,7.51,16.146,10.52,46.69
-0.013,0.971125,7.51,16.144,10.52,46.73
-0.101,0.966,7.51,16.142,10.52,46.88
0.186,0.968625,7.51,16.141,10.52,46.89
-0.062,0.971125,7.51,16.142,10.52,47.0
0.017,0.903875,7.51,16.144,10.52,47.12
0.211,0.865,7.51,16.147,10.52,47.24
0.305,0.826125,7.51,16.152,10.51,47.41
-0.059,0.8935,7.51,16.157,10.52,47.59
-0.093,0.883125,7.508,16.165,10.52,47.74
-0.084,0.9375,7.509,16.175,10.52,47.87
-0.087,0.91425,7.508,16.185,10.52,47.96
-0.039,0.898625,7.508,16.195,10.52,48.05
-0.129,0.963375,7.508,16.205,10.51,48.17
0.161,0.978875,7.508,16.215,10.52,48.29
-0.103,1.012625,7.508,16.224,10.52,48.43
-0.007,0.95825,7.508,16.232,10.52,48.53
0.186,0.91675,7.508,16.239,10.52,48.67
0.279,0.922,7.506,16.244,10.52,48.79
-0.084,0.94525,7.505,16.246,10.52,48.95
-0.117,0.953,7.505,16.249,10.52,49.09
-0.105,0.911625,7.505,16.25,10.52,49.21
-0.075,0.909,7.505,16.248,10.52,49.27
-0.095,0.85975,7.505,16.248,10.52,49.42
-0.138,0.877875,7.505,16.244,10.52,49.67
0.13,0.927125,7.505,16.241,10.52,49.85
-0.062,0.9505,7.505,16.234,10.52,49.95
0.046,0.9245,7.505,16.228,10.52,49.98
0.316,0.955625,7.505,16.22,10.52,50.01
0.036,0.991875,7.505,16.213,10.52,50.06
-0.124,1.020375,7.504,16.203,10.52,50.15
-0.121,1.00225,7.505,16.197,10.52,50.24
-0.105,0.955625,7.505,16.188,10.52,50.28
-0.074,0.968625,7.505,16.182,10.52,50.3
-0.163,0.95825,7.505,16.177,10.52,50.35
0.129,0.940125,7.505,16.174,10.52,50.4
-0.086,0.955625,7.505,16.174,10.52,50.44
-0.003,0.896125,7.505,16.177,10.52,50.5
0.244,0.903875,7.504,16.183,10.52,50.53
-0.01,0.8495,7.503,16.193,10.52,50.55
-0.13,0.870125,7.503,16.204,10.52,50.56
-0.133,0.9375,7.503,16.218,10.52,50.58
-0.119,0.940125,7.503,16.232,10.52,50.5
-0.053,0.88825,7.503,16.248,10.52,50.35
-0.151,0.947875,7.5,16.276,10.52,50.04
0.188,0.963375,7.5,16.279,10.51,50.02
-0.15,1.0255,7.5,16.291,10.52,49.86
-0.033,0.942625,7.5,16.304,10.52,49.64
0.149,0.932375,7.5,16.314,10.52,49.41
0.296,1.01,7.5,16.322,10.52,49.2
-0.078,0.922,7.5,16.33,10.52,49.03
-0.121,0.947875,7.5,16.336,10.52,48.87
-0.109,0.90125,7.5,16.342,10.51,48.7
-0.106,0.91675,7.5,16.348,10.52,48.48
-0.036,0.903875,7.503,16.352,10.52,48.29
-0.12,0.934875,7.504,16.352,10.52,48.16
0.2,0.87275,7.506,16.352,10.52,48.04
-0.112,0.96075,7.509,16.351,10.52,47.93
-0.009,0.877875,7.511,16.346,10.52,47.84
0.169,0.91425,7.515,16.343,10.52,47.73
0.354,1.020375,7.517,16.337,10.52,47.64
-0.032,1.023,7.521,16.331,10.52,47.56
-0.078,1.01,7.523,16.326,10.52,47.48
-0.069,0.9505,7.528,16.321,10.52,47.39
-0.071,0.966,7.532,16.315,10.52,47.26
-0.056,0.966,7.536,16.309,10.52,47.15
-0.027,0.906375,7.538,16.302,10.52,47.07
-0.113,0.906375,7.542,16.296,10.52,47.01
0.192,0.934875,7.546,16.29,10.52,46.95
-0.027,0.833875,7.55,16.282,10.51,46.92
0.045,0.877875,7.552,16.276,10.52,46.85
0.293,0.963375,7.555,16.269,10.52,46.81
0.219,0.9245,7.558,16.261,10.52,46.8
-0.071,0.98925,7.561,16.255,10.52,46.78
-0.078,0.91675,7.563,16.247,10.52,46.76
-0.072,0.955625,7.566,16.24,10.52,46.72
-0.081,0.984125,7.568,16.232,10.52,46.68
-0.064,1.043625,7.571,16.224,10.52,46.66
-0.039,0.978875,7.573,16.215,10.52,46.66
-0.123,0.976375,7.576,16.207,10.52,46.69
0.187,1.00225,7.578,16.198,10.52,46.7
0.029,1.033375,7.581,16.189,10.52,46.69
0.076,1.028125,7.583,16.182,10.52,46.67
0.294,0.955625,7.585,16.173,10.52,46.66
0.187,0.883125,7.587,16.163,10.52,46.68
-0.081,0.9375,7.59,16.156,10.52,46.7
-0.088,0.875375,7.592,16.138,10.52,46.7
-0.085,0.91675,7.593,16.137,10.52,46.7
-0.097,0.94525,7.595,16.13,10.52,46.66
-0.098,0.87275,7.597,16.121,10.51,46.64
-0.038,0.898625,7.597,16.113,10.52,46.63
-0.126,0.971125,7.599,16.106,10.52,46.66
0.184,0.95825,7.599,16.097,10.52,46.66
-0.11,1.01525,7.599,16.09,10.52,46.68
-0.012,0.9375,7.599,16.082,10.52,46.71
0.168,0.911625,7.599,16.075,10.52,46.7
0.317,0.947875,7.602,16.068,10.52,46.7
-0.057,0.927125,7.599,16.061,10.52,46.71
-0.097,0.91675,7.6,16.055,10.52,46.72
-0.088,0.903875,7.599,16.05,10.52,46.72
-0.095,0.877875,7.599,16.044,10.52,46.71
-0.105,0.9375,7.599,16.04,10.52,46.65
-0.045,0.890875,7.599,16.035,10.52,46.66
-0.105,0.940125,7.597,16.032,10.52,46.67
0.091,0.898625,7.597,16.028,10.52,46.68
-0.046,0.91425,7.595,16.025,10.52,46.66
-0.042,0.968625,7.595,16.022,10.52,46.68
0.095,1.01525,7.593,16.018,10.52,46.69
0.33,1.0515,7.592,16.015,10.52,46.69
-0.025,0.963375,7.591,16.01,10.52,46.71
-0.119,0.953,7.59,16.008,10.51,46.71
-0.11,0.911625,7.59,16.003,10.52,46.7
-0.112,0.91675,7.587,16.0,10.52,46.69
-0.124,0.8935,7.587,15.997,10.52,46.64
-0.068,0.927125,7.587,15.993,10.52,46.64
-0.127,0.854625,7.585,15.988,10.52,46.68
0.065,0.8935,7.585,15.985,10.52,46.7
-0.063,0.8935,7.585,15.981,10.52,46.72
-0.061,0.91675,7.582,15.976,10.52,46.73
0.075,0.978875,7.582,15.973,10.52,46.72
0.314,0.906375,7.582,15.968,10.52,46.76
-0.04,0.906375,7.582,15.965,10.52,46.84
-0.133,0.978875,7.582,15.961,10.52,46.93
-0.123,1.028125,7.58,15.956,10.52,47.01
-0.126,1.0955,7.58,15.951,10.52,47.08
-0.119,0.94525,7.578,15.946,10.52,47.15
-0.098,0.96075,7.577,15.943,10.52,47.27
-0.182,0.91675,7.577,15.938,10.51,47.4
0.107,0.95825,7.575,15.933,10.52,47.55
-0.098,0.88825,7.575,15.928,10.52,47.7
-0.013,0.919375,7.572,15.925,10.52,47.84
0.23,0.865,7.572,15.921,10.52,47.98
0.098,0.898625,7.57,15.916,10.52,48.14
-0.146,0.896125,7.568,15.911,10.52,48.33
-0.147,0.9505,7.567,15.908,10.52,48.5
-0.14,0.922,7.565,15.905,10.52,48.62
-0.097,0.896125,7.565,15.901,10.52,48.72
-0.155,0.963375,7.562,15.898,10.52,48.84
-0.005,0.976375,7.561,15.893,10.52,48.97
-0.056,1.020375,7.56,15.89,10.52,49.11
-0.08,1.007375,7.558,15.886,10.52,49.23
0.053,0.97375,7.557,15.884,10.52,49.33
0.286,1.01775,7.555,15.881,10.52,49.43
-0.06,0.971125,7.553,15.879,10.52,49.55
-0.154,0.919375,7.552,15.874,10.52,49.68
-0.142,0.927125,7.55,15.873,10.52,49.82
-0.116,0.90125,7.55,15.869,10.52,49.9
-0.123,0.88825,7.547,15.868,10.52,49.98
-0.195,0.88575,7.546,15.865,10.52,50.1
0.121,0.91675,7.545,15.863,10.52,50.22
-0.093,0.9505,7.542,15.86,10.52,50.44
0.012,0.877875,7.542,15.859,10.52,50.6
0.282,0.976375,7.54,15.858,10.52,50.71
0.043,0.999625,7.537,15.855,10.52,50.8
-0.143,1.0255,7.537,15.855,10.52,50.89
-0.137,0.955625,7.535,15.853,10.52,50.99
-0.113,0.91675,7.533,15.851,10.52,51.03
